jmeno,adresa,email,tel,web
"Pardubická krajská nemocnice, a.s.","Kyjevská 44, 532 03 Pardubice",,,
PARO Úlehlová s.r.o.,"Havlíèkovo nám. 94/4, 397 01 Písek",,,
ParoDental s.r.o.,"Broumovská 989, 460 06 Liberec 6",,,
Parodontologie - implantologie s.r.o.,"Horní Valy 2536, 688 01 Uherskı Brod",,,
Parodontologie Augustín s.r.o.,"Makovského námìstí 3147/2, 616 00 Brno",,,
Parodontologie MUDr. Evy Skøivánkové s.r.o.,"Helfertova 506/7, 613 00 Brno",,,
Parodontologie MUDr. Veronika Filipová s.r.o.,"Mendlovo námìstí 907/1a, 603 00 Brno",,,
Parodontologie s.r.o.,"Bratislavská 2, 602 00 Brno",,,
Parondo s.r.o.,"tø. Budovatelù 1996/112, 434 01 Most",,,
Parosan medical s.r.o.,"Jungmannova 731/7, 796 01 Prostìjov",,,
"PAUÈKOVÁ ORTODONCIE, s.r.o.","Slavníkovcù 313/5, 709 00 Ostrava - Mariánské Hory",,,
PavLi.HK s.r.o.,"Vydrova 1085/5, 500 02 Hradec Králové",,,
PavLi.HK s.r.o.,"Vydrova 1085/5, 500 02 Hradec Králové",,,
"Pavloviè Darko, Dr. med","Èeskobudìjovická 448, 382 41 Kaplice",,,
PB Dent s.r.o.,"Na Pøíkopech 103, 261 01 Pøíbram",,,
PD Dent s.r.o.,"Na Zahrádkách 194/17, 779 00 Olomouc",,,
PDC s.r.o.,"Weilova 1270/4, 102 00 Praha 10, Hostivaø",,,
PEJADENT s.r.o.,"Václavské nám. 37, 273 51 Unhoš",,,
PEJADENT s.r.o.,"Praská 910, 273 51 Unhoš",,,
PeKa Dent s.r.o.,"Karlovarská 490/24, 301 00 Plzeò",,,
Pekárek spol. s r.o.,"Starochodovská 1750/91, 149 00 Praha 4",,,
Pekárek spol. s r.o.,"Nad Olšinami 672/4, 100 00 Praha 10",,,
Pekárek spol. s r.o.,"Okrouhlická 568/15, 182 00 Praha 8",,,
PELDENT s.r.o.,"Nedvìzská 2223/29, 100 00 Praha 10",,,
PeMi Molarius s.r.o.,"28. øíjna 1069/18, 430 01 Chomutov",ordinace@pemimolarius.cz,,
"PERFECT DENT, s.r.o.","Nám. Svobody 250, 471 23 Zákupy",,,
PERFECT DENTAL s.r.o.,"Za Tavírnou 260, 381 01 Èeskı Krumlov",,,
PERFECT DENTAL s.r.o.,"Lipová 900, 382 41 Kaplice",,,
Perfect Smile s.r.o.,"V Kolkovnì 909/6, 110 00 Praha 1",,,
Perfect Smile s.r.o.,"V Kolkovnì 909/6, 110 00 Praha 1",,,
perfect teeth s.r.o.,"è.p. 1, 798 57 Laškov",,,
perfect teeth s.r.o.,"Opletalova 475/6, 779 00 Olomouc",,,
PerfectDent Tachov s.r.o.,"Václavská 1560, 347 01 Tachov",,,
"performer09, s.r.o.","Pøíèná 5, 360 17 Karlovy Vary",,,
Perio Clinic s.r.o.,"Orlí 655/30, 602 00 Brno",,,
"Perlan Dental Clinic, s.r.o.","Tìšnov 1163/5, 110 00 Praha 1",perlandental@seznam.cz,,
"PERTICA, s.r.o.","Rudolfovská tø. 151/60, 370 01 Èeské Budìjovice",ordinacecb@seznam.cz,,
PETRA dental s.r.o.,"nám. Hrdinù 932/5, 794 01 Krnov",,,
Petrák stomatologie s.r.o.,"Námìstí Dr. Lützowa 244, 517 54 Vamberk",,,
Petrák stomatologie Vrchlabí s.r.o.,"Jihoslovanská 465, 543 01 Vrchlabí",,,
"Petro Orikhivskyi, zubní lékaø","Krymská 1735/37, 360 01 Karlovy Vary",,,
PetrOrtho s.r.o.,"Uruguayská 272/3, 120 00 Praha 2",recepce@petrortho.cz,,
PHARMACENTRUM NIKOS s.r.o.,"tøída Edvarda Beneše 1430/7, 500 12 Hradec Králové",,,
PHARMACENTRUM NIKOS s.r.o.,"tøída E. Beneše 1549, 500 12 Hradec Králové",,,
PHVK Dent s.r.o.,"Fügnerova 559, 377 01 Jindøichùv Hradec",,,
"PIKR-DENT, s.r.o.","Mírové nám. 3, 417 23 Košany u Teplic",,,
"Pitrochová, s.r.o.","Durïákova 11, 613 00 Brno",,,
PK DENT s.r.o.,"Ruská 2887/101, 706 02 Ostrava - Vítkovice",,,
Plombièka s.r.o.,"Vítìzství 101, 763 15 Slušovice",,,
PLURIMED s.r.o.,"Bratøí Burianù 1425, 269 01 Rakovník",,,
PLUTANIUM  s.r.o.,"Bayerova 15, 602 00 Brno",,,
Plyushchakov Oleksandr,"Myslbekova 23, 405 01 Dìèín",,,
Plyushchakova Tetyana,"Cihláøská 3124, 407 47 Varnsdorf",,,
PM DENTAL s.r.o.,"erotínova 895/5a, 690 02 Bøeclav",,,
PMK-DENT Plus s.r.o.,"Tyršova 195, 742 58 Pøíbor",,,
"Poboèka Èeské Budìjovice - ikova tøída 22, Èeské Budìjovice","ikova tøída 22, 37001 Èeské Budìjovice",,,
Poboèka Karlovy Vary,"Dr. Janatky 2, 360 21 Karlovy Vary",,,
"Poboèka Kolín - Komenského 193, Kolín","Komenského 193, 28000 Kolín",,,
"Poboèka Olomouc - Jeremenkova 1157/42a, Olomouc - Hodolany","Jeremenkova 1157/42a, 77900 Olomouc - Hodolany",,,
"Poboèka Plzeò - Purkyòova 17, Plzeò","Purkyòova 17, 30100 Plzeò",,,
"Poboèka Plzeò - Sady 5. kvìtna 59, Plzeò","Sady 5. kvìtna 59, 301 00 Plzeò",,,
Poboèka Praha 3,"Orlická 2024/4, 13000 Praha 3",,,
Poboèka Pøíbram,"Jiráskovy sady 115,  Pøíbram",,,
Poboèka Vyškov,"Dobrovského 422/3, 68201 Vyškov",,,
Podještìdská poliklinika s.r.o.,"Na Bojišti 84/7, 460 07 Liberec",,,
Pohodent s.r.o.,"Smetanova 315, 539 73 Skuteè",,,
Pojhanmanesh Dent s.r.o.,"Jeèná 441/5, 326 00 Plzeò",,,
Pojhanmanesh Dent s.r.o.,"Jeèná 441/5, 326 00 Plzeò",,,
Poladent s.r.o.,"Koterovská 439/131, 326 00 Plzeò, Lobzy",,,
Poliklinika,"Denisova 352/II, 377 01 Jindøichùv Hradec",,,
Poliklinika Bory,"Èechova 44, 320 28 Plzeò",,,
Poliklinika Bory spol. s r.o.,"Èechova 44, 301 00 Plzeò",Alexandra.Texelova@seznam.cz,,
Poliklinika Bory spol. s r.o.,"Èechova 44, 301 00 Plzeò",,,www.poliklinikabory.cz
Poliklinika Bøeclav s.r.o.,"Bøí. Mrštíkù 38, 690 02 Bøeclav",,,
Poliklinika Milevsko s.r.o,"Jeøábkova 158, 399 01 Milevsko",,,
"Poliklinika MUDr. Rudolfa Kropáèe, s.r.o.","Rybkova 338/9, 602 00 Brno",,,
Poliklinika Skvròany,"Terezie Brzkové 15, 318 10 Plzeò",,,
Poliklinika ŠKODA,"V. Klementa 188, 293 01 Mladá Boleslav",,,
Poliklinika ŠKODA,"V. Klementa 188, 293 01 Mladá Boleslav",,,
Poliklinika Tachov,"Václavská 1560, 347 01 Tachov",,,
"Poliklinika Tøeš, spol. s r.o.","Palackého 1334, 589 01 Tøeš",,,
Poliklinika Tıništì nad Orlicí s.r.o.,"Mírové nám. 88, 517 21 Tıništì nad Orlicí",janca.laubova@seznam.cz,,1www.poliklinikatyniste.cz
Poliklinika eleznı Brod s.r.o.,"Jarní 53, 468 22 eleznı Brod",,,
POLYDENT. s.r.o.,"Tìšnov 1163/5, 110 00 Praha 1",,,
Pop Vyacheslav,"Komenského 697, 431 51 Klášterec nad Ohøí",,,
Popovièová Lilija,"Pavla Beneše 570/12, 199 00 Praha 9 - Letòany",,,
Popovièová Lilija,"Bohušovická 541/8, 190 00 Praha 9",,,
Posádková ošetøovna,"Køiíkova 12, 180 00 Praha 8",,,
Posádková ošetøovna,"Klimentov, 354 71 Velká Hleïsebe",,,
Posádková ošetøovna,"Kyjevská, 390 61 Tábor",,,
Posádková ošetøovna,", 500 02 Hradec Králové 2",,,
Posádková ošetøovna,"Na Vinici 1, 412 01 Litomìøice",,,
Posádková ošetøovna,"Chodská 21, 612 00 Brno",,,
Posádková ošetøovna,", 500 03 Hradec Králové",,,
Posádková ošetøovna,"VÚ 5383, 750 02 Pøerov-Bochoø",,,
Posádková ošetøovna,", 530 02 Pardubice",,,
Posádková ošetøovna,"Letištì, 286 01 Èáslav",,,
Posádková ošetøovna,"Boleslavská 929, 250 02 Stará Boleslav",,,
Posádková ošetøovna,"Mladoboleslavská 300, 197 06 Praha 9 - Kbely",,,
Posádková ošetøovna,", 262 23 Jince",,,
Posádková ošetøovna,"Praská, 438 01 atec",,,
Posádková ošetøovna,"Sídlištì V. Nejedlého, 682 03 Vyškov",,,
Posádková ošetøovna,", 381 01 Èeskı Krumlov",,,
Posádková ošetøovna,"Libušina ul. 1, 771 11 Olomouc",,,
Posádková ošetøovna,"tøída Národních muèedníkù, 339 01 Klatovy",,,
Posádková ošetøovna,", 349 01 Støíbro",,,
Posádková ošetøovna,", 783 54 Pøáslavice",,,
Posádková ošetøovna,"Letištì Planá, 370 04 Èeské Budìjovice - Planá",,,
Posádková ošetøovna Hradec Králové,"Tøebešská 1575, 500 31 Hradec Králové",,,
Posádkové zdravotnické zaøízení Pardubice,"Praská ulice, 530 02 Pardubice",,,
Pošumavská zubní s.r.o.,"Petra Bezruèe 158, 340 22 Nırsko",,,
powerdent s.r.o.,"Vajgarská 1141, 198 00 Praha 9",,,
"PP Hospitals, s.r.o.","Brázdimská 1000, 250 01 Brandıs nad Labem - Stará Boleslav",,,
PR8 Dent s.r.o.,"Nemocnièní 204, 383 01 Prachatice",,,
Pragdent s.r.o.,"Janovského 993/4/, 170 00 Praha 7",ordinace@prag-dent.cz,,
PRAGMADENT s.r.o.,"Nádraní 30/19, 150 00 Praha 5",,,
Pragomedika s.r.o.,"Vídeòská 800, 140 00 Praha 4",,,
"Prague Dental Clinic, s.r.o.","elezná 490/14, 110 00 Praha 1",pdclinic@seznam.cz,,www.praguedentalclinic.cz
"Prague Health Care, s.r.o.","elezná 485/4, 110 00 Praha 1",,,
"Praktickı zubní lékaø Kladno, s.r.o.","Wednesbury 2329, 272 01 Kladno",,,
PRAKTIK DENTS s.r.o.,"17. listopadu 1790/5, 708 00 Ostrava",,,
Praxident DK s.r.o.,"Vrahovická 2526/7, 796 01 Prostìjov",,,
Praské centrum dentální implantologie s.r.o.,"Na Okraji 331/45B, 160 00 Praha 6 - Veleslavín",info@pcdi.cz,,
PremiumDent s.r.o.,"Bratøí Štefanù 895/1, 500 03 Hradec Králové",,,
PREVDENT s.r.o.,"Bokovská 45, 301 43 Plzeò",,,
PREVENT Dental Care s.r.o.,"Bøezinìveská 286/3, 182 00 Praha 8",,,
Prevent K - Dent s.r.o.,"Luká è.p. 80, 783 24 Luká",,,
Preventivní stomatologie s.r.o.,"Janouškova 579/4, 613 00 Brno",,,
Prezuka s. r. o.,"Malé námìstí 1700, 256 01 Benešov",,,
Prima Ortho s.r.o.,"8. pìšího pluku 85, 738 01 Frıdek-Místek",,,
Prima Svìt s.r.o.,"Nábøeí Svat. Èecha 664, 374 01 Trhové Sviny",,,
PRIMADENT s.r.o.,"Dìlnická 53, 624 00 Brno",primadent@konstancie.cz,,
primadental s.r.o.,"Hviezdoslavova 1600/6, 149 00 Praha 4",info@primadental.cz,,www.primadental.cz
PrimaLTDent s.r.o.,"Liškova 1572/49, 412 01 Litomìøice 1",,,
"Primarovnatka, s.r.o.","Na Dlouhém lánu 563/11, 160 00 Praha 6",mail@primarovnatka,,www.primarovnatka.cz
PRIMASTOM s.r.o.,"Olšanská 2666/7, 130 00 Praha 3",,,
PRIMASTOM s.r.o.,"Seifertova 555/47, 130 00 Praha 3",,,www.primastom.cz
PRIMAXIS GROUP s.r.o.,"Korunní 810/104, 101 00 Praha 10",,,
"PRIME TECHNIC, s.r.o.","J. E. Purkynì 270/5, 434 01 Most",,,
PrivaDent s.r.o.,"Závodní 391/96C, 360 06 Karlovy Vary",info@privadent.cz,,www.privadent.cz
PrivaDent Surgery s.r.o.,"Závodní 391/96c, 360 06 Karlovy Vary",,,
Privátní stomatologická praxe MUDr. Ivan Klapka s.r.o.,"Hviezdoslavova 520/12, 149 00 Praha 4",,,
Privátní stomatologie Kliment s.r.o.,"Revoluèní 19, 110 00 Praha 1",,,
Privátní stomatologie Kliment s.r.o.,"Revoluèní 19, 110 00 Praha 1",,,
Pro Dent s.r.o.,"ikova tø. 1321/1, 370 01 Èeské Budìjovice",,,
Pro FonteDent s.r.o.,"Mathonova 291/1, 796 04 Prostìjov",,,
"PRO SMILE, s.r.o.","Halasovo námìstí 597/1, 638 00 Brno",,,
ProClinic s.r.o.,"Kanice 44, 664 01 Kanice",proclinic@proclinic.cz,,
Prodent Plus spol. s r.o.,"Kochova 1227/2, 736 01 Havíøov -Šumbark",,,
Prodentes s.r.o.,", 594 44 Radostín nad Oslavou 71",,,
Prodentica s.r.o.,"Køivá 1654/1, 586 01 Jihlava",,,
ProEste s.r.o.,"Husovo nám. 2268/45, 796 01 Prostìjov",,,
Proesthetic K+P s.r.o.,"U Vozovny 1115/3, 708 00 Ostrava",,,
PROFI DENTAL s.r.o.,"nám. Republiky 2/1, 746 01 Opava - Pøedmìstí",,,
ProfiDent - stomatologické centrum s.r.o.,"Ukrajinská 900/11, 101 00 Praha 10",,,
PROFIDENTAL Prague EU s.r.o.,"Tovární 1342/12, 170 00 Praha 7",,,
ProfiDentist s.r.o.,"Zdeòka Chalabaly 3041/2, 700 30 Ostrava",profidentist.cz@gmail.com,,
PROFIK DENT s.r.o.,", 468 45 Velké Hamry 490",,,
Profismile plus s.r.o.,"Kadláèkova 894/17, 742 21 Kopøivnice",,,
Profistar Dental spol. s.r.o.,"Èechovská 57, 261 01 Pøíbram",,,
"Program H plus, s.r.o.","Kartouzská 3274/10, 150 00 Praha 5",,,
ProgresDent Centrum s.r.o.,"Seydlerova 2451/8, 158 00 Praha 13",recepce.stomatologie@lipacentrum.cz,,www.lipacentrum.cz
Procházka ZZ s.r.o.,"Novohradská 801/41, 370 08 Èeské Budìjovice",,,
PROKSTOMA s.r.o.,"Bartoòova 684, 530 12 Pardubice",,,
ProMag Dental s.r.o.,"Hostinského 1536/7, 155 00 Praha 5",Promagstodulky@gmail.com,,
"PROMEDICAL CENTRUM, s.r.o.","Kamenická 3633, 276 01 Mìlník",,,
"PROMEDICAL CENTRUM, s.r.o.","Kamenická 3633, 276 01 Mìlník",,,
ProParoDental - MUDr. Trpáková s.r.o.,"Nádraní 293, 377 01 Jindøichùv Hradec",,,
Prosdent s.r.o.,"Prosimìøice 172, 671 61 Prosimìøice",ordinace@prosdent.cz,,www.zubniprosimerice.cz
Prosmile centrum s.r.o.,"Vsetínská 1266, 757 01 Valašské Meziøíèí",,,
ProSmile Clinic s.r.o.,"Lublaòská 1015/13, 120 00 Praha 2",scvinohrady@gmail.com,,www.smilecentrum.cz
PROTETIK DENT s.r.o.,"Plzeòská 88, 332 14 Chotìšov",,,
PROTETIK s.r.o.,"Podìbradova 26, 301 21 Plzeò",,,
PROTETIK s.r.o.,"Podìbradova 26, 301 21 Plzeò",,,
PROTETIK zubní ordinace s.r.o.,"Otılie Beníškové 1664/14, 301 00 Plzeò",,,
Prouzovi s.r.o.,"Šafaøíkova 1105, 544 01 Dvùr Králové nad Labem",zubni.prouzovi@seznam.cz,,
Proivot s.r.o.,"M.Chlajna 1493/25, 370 05 Èeské Budìjovice",,,
Prùhonice Dent s.r.o.,"Kvìtnové námìstí 7, 252 43 Prùhonice",,,
PRYMA DENTES s.r.o.,"Hornosušská 1050/8, 735 64 Havíøov - Prostøední Suchá",prymadentes@seznam.cz,,www.prymadentes.cz
PØ a snìm OSK Podìbrady,",  ",,,
PØ OSK Brno - venkov,",  ",,,
PØ OSK Kromìøí,",  ",,,
PØ OSK Praha 1,",  ",,,
PØ OSK Praha 10,",  ",,,
PØ OSK Praha 8,",  ",,,
PØ OSK Praha 9,",  ",,,
PØ OSK Prostìjov,",  ",,,
PS Dental s.r.o.,"Revoluèní 897/42, 794 01 Krnov",info@psdental.cz,,www.psdental.cz
Psychiatrická léèebna,"Húskova 2, 618 32 Brno",,,
Psychiatrická léèebna,"Olomoucká 88, 746 01 Opava",,,
Psychiatrická léèebna Dobøany,"Ústavní 2, 334 41 Dobøany",,,
Pštrossova Medical s.r.o.,"Pštrossova 1923/10, 110 00 Praha 1",recepce@medidal.erpet.cz,,www.erpetmedical.cz
"PTK-Yvi, s.r.o.","Okruní 485, 280 02 Kolín",,,
PUCIMEDICAL s.r.o.,"Nádraní 1778/29a, 792 01 Bruntál",,,
PUCIMEDICAL s.r.o.,"Pivovarská 255/11, 795 01 Rımaøov",,,
PUCIMEDICAL s.r.o.,"Divadelní 359/12, 795 01 Rımaøov",,,
Pure medical s.r.o.,"Svat. Èecha 699, 760 01 Zlín - Prštné",,,
puredent s.r.o.,"Støelnièná 773/51, 182 00 Praha 8",info@puredent.cz,,www.puredent.cz
"Purus dent, s.r.o.","Kpt. Vosky 684, 284 01 Kutná Hora - Hlouška",info@purusdent.cz,,
PV HOLDent s.r.o.,"Mathonova 291/1, 796 04 Prostìjov",,,
Pvdentalstudio s.r.o.,"sídl. Svobody 3533/34, 796 01 Prostìjov",,,www.pvdentals.cz
PZL Jarov s.r.o.,"Konìvova 93/198, 130 00 Praha 3",,,www.pzljarov.cz
PZL ordinace Jablonec s.r.o.,"28. øíjna 1660/14, 466 01 Jablonec nad Nisou",,,
Quaero s.r.o.,"Ringhofferovo námìstí 434, 251 68 Kamenice",info@ordinaceveneta.cz,,www.ordinaceveneta.cz
R - LABEL s.r.o.,"Libušská 319/126, 142 00 Praha 4 - Písnice",topdent@email.cz,,
R & R Dent s.r.o.,"Zbrojnická 678/15, 360 09 Karlovy Vary",dentstudio@seznam.cz,,
RABAHDENT s.r.o.,"Hostinského 1536/7, 155 00 Praha 5",,,www.rabahdent.eu
RADENT s.r.o.,"Kostelní 96/23, 702 00 Ostrava - Moravská Ostrava",,,
"RADNO, spol. s r.o.","Na Rybníèku 1364/12, 120 00 Praha 2",,,
RAJANE stomatologická ordinace s.r.o.,"ikova 151, 436 01 Litvínov",,,
Rakušan medical services and consulting s.r.o.,"Na Poøíèí 1067/25, 110 00 Praha 1",,,
RANO Implantologické centrum spol. s r.o.,"Nedvìdovo nám. 1164/14, 147 00 Praha 4 - Podolí",,,
RB dent s.r.o.,"U Domoviny 491/1, 460 01 Liberec",info@rbdent.cz,,www.rbdent.cz
RC Dental s.r.o.,"Konìvova 93/198, 130 00 Praha 3",,,
RC-DENT s.r.o.,"Lidická tø. 2144/108, 370 01 Èeské Budìjovice 7",,,
RECAST s.r.o.,"Na Chrupavce 422, 250 65 Líbeznice",,,
"reDent.pro, s.r.o.","Kvestorská 337/5, 140 00 Praha 4",,,
Redimental s.r.o.,"Politickıch obìtí 531, 738 01 Frıdek-Místek 1",,,www.remidental.cz
REGION BEST DENTAL s.r.o.,"Na Zahrádkách 194/17, 779 00 Olomouc - Øepèín",,,
Rehadent s.r.o.,"Masarykovo nám. 13, 398 11 Protivín",,,
REJ-DENT s.r.o.,"Vıškovická 165/126, 700 30 Ostrava",,,
"Relief Plzeò, spol. s r.o.","Štìnovická 252, 332 09 Štìnovice",ordinace@zubni-stenovice.cz,,
REMADENT s.r.o.,"Lhotská 2072/3, 193 00 Praha 9",,,
Reno Profi Dental s.r.o.,"Olšanská 2666/7, 130 00 Praha 3",,,
REPREDENT s.r.o.,"Èeskobratrská 2227/7, 702 00 Ostrava, Moravská Ostrava",,,
Revadentcare s.r.o.,"Jabloòová 2992/8, 106 00 Praha 10",,,
RFMed s.r.o.,"Hlavní tøída 1196/27, 708 00 Ostrava",,,
RH - sanident s.r.o.,"Nákladní 3002/2, 746 01 Opava 1",,,
Rideo s. r. o.,"Vodòanská 486/7, 460 14 Liberec",,,
Ridere s.r.o.,"Bieblova 2029/22a, 613 00 Brno",,,
Ridet s.r.o.,"Holušická 2253/1, 148 00 Praha 4",info@ridet.cz,,
Ridet s.r.o.,"Kloknerova 1245/1, 148 00 Praha 4",,,
Rideto s.r.o.,"Václavská 282, 386 01 Strakonice",,,
Rideto s.r.o.,"Jiráskova 116, 389 01 Vodòany",,,
Risus s.r.o.,"námìstí Svobody 36, 387 01 Volynì",,,
Ritastom s.r.o.,"Varšavská 1338/15, 120 00 Praha 2",,,
Riverdent s.r.o.,"Jankovcova 788/16, 170 00 Praha 7",riverdent.16@gmail.com,,
Riverside dental s.r.o.,"Praská 530/21, 276 01 Mìlník",recepce@zubarmelnik.cz,,
RIVODENT CLINIC s.r.o.,"Køenová 131/35, 602 00 Brno",,,
RK OSK Karviná,",  ",,,
RK OSK Praha 10,",  ",,,
RK OSK Praha 2,",  ",,,
RK OSK Praha 3,",  ",,,
RK OSK Praha 8,",  ",,,
RK OSK Trutnov,",  ",,,
RKdent spol. s.r.o.,"Záhlinická 1216, 76824 Hulín",,,
RK-stom s.r.o.,"Kladenská 728, 273 43 Buštìhrad",,,
RKVDent s.r.o.,"Onšovecká 1280, 190 16 Praha 9",,,www.rkvdent.cz
RoBeDent s.r.o.,"Karla IV. 2629, Zelené Pøedmìstí, 530 02 Pardubice",,,http://www.robedent.com
ROD dental. s.r.o.,"Durïákova 11, 613 00 Brno",,,
ROD dental. s.r.o.,"Lidická 77, 602 00 Brno",,,
RoDental s.r.o.,"Mírová 230/2, 695 01 Rohatec",,,
Rodina Stomatologie s.r.o.,"Soukalova 3355/3, 143 00 Praha 4",,,
"Rodinná klinika M, s.r.o.","Køídlovická 350/47a, 603 00 Brno",,,
Rodinná zubní ordinace s.r.o.,"U Husova sboru 2012, Zelené Pøedmìstí, 530 02 Pardubice",,,
Rodinné zubní centrum s.r.o.,"Dašická 1804, 530 03 Pardubice",,,
Roman Sokol stomatologie s.r.o.,"Národních muèedníkù 937, 698 01 Veselí nad Moravou",recepce@rsstoma.cz,,www.rsstoma.cz
rovnátka Itm s.r.o.,"Na Valech 2311/3, 412 01 Litomìøice",,,
Rovnátka Itm s.r.o.,"Veitova 290/3, 412 01 Litomìøice",,,
Rovnátka s.r.o.,"námìstí Míru 1076/2, 301 00 Plzeò - Jiní Pøedmìstí",,,
Rovodent s.r.o.,"Libušino údolí 200/66, 623 00 Brno",info@rovodent.cz,,www.rovodent.cz
"ROADENT Pavel Roenskı, s.r.o.","Staropramenná 397/4, 150 00 Praha 5",,,
RP DENT s.r.o.,"Na Poøíèí 1076/5, 110 00 Praha 1",,,
RS Dental s.r.o.,"U Rajské zahrady 639/16, 130 00 Praha 3",,,
Rusnák dental care s.r.o.,"Slavìtínská 1072/68, 190 14 Praha 9",,,
Rusnák dental care s.r.o.,"Hvìzdova 1073/33, 140 00 Praha 4",,,
RV - densmed s.r.o.,"Chittussiho 1001/9, 710 00 Ostrava - Slezská Ostrava",,,
RV Dental s.r.o.,"Národní 19/1, 360 01 Karlovy Vary",,,
RZ Dent s.r.o.,"Dìdická 72, 338 28 Radnice",,,
RZ Dent s.r.o.,"Masarykovo námìstí 41, 338 08 Zbiroh",,,
"Øízekdent, spol.s r.o.","Jeseniova 1151/55, 130 00 Praha 3",,,www.simplydental.cz
S.C. MUDr. Kubíèek s.r.o.,"Pštrossova 1923/10, 110 00 Praha 1",,,
S.C. MUDr. Procházka s.r.o.,"Pštrossova 1923/10, 110 00 Praha 1",,,
SADENT dentální centrum s.r.o.,"Klínovecká 1407, 363 01 Ostrov nad Ohøí",recepce@sadent.cz,,www.sadent.cz
SAFA Dent s.r.o.,"Masarykova 1132/62, 312 00 Plzeò",safadent@seznam.cz,,
SAGENIT dent s.r.o.,"Horní Valy 2536/4, 688 01 Uherskı Brod",,,
SAGRAVITA s.r.o.,", 735 72 Petrovice u Karviné è. 581",,,
Sali Medical dent s.r.o.,"Støelnièná 1285/53, 182 00 Praha 8",,,
Salusdent s.r.o.,"Nábìlkova 537, 767 01 Kromìøí",,,
Salvadora s.r.o.,"Vítìzné nám. 10, 160 00 Praha 6",,,www.salvadora.cz
SanaDental s.r.o.,"Nezvalová 1293/2a, 779 00 Olomouc",,,
SANARO Dent s.r.o.,"Husovo nám. 583/18, 390 02 Tábor",,,
SANAS VIA s.r.o.,"Slovinská 874/40, 612 00 Brno",,,
Sandentes plus s.r.o.,"Horníkova 2485/34, 628 00 Brno",,,
SANEDENT Zlín s.r.o.,"Antonínova 4465, 760 01 Zlín",,,
SANITAS INVESTMENT  s r.o.,"Sklenská 532/4, 190 00 Praha 9",,,
SANITAS INVESTMENT s.r.o.,"Kuttelwascherová 921, 198 00 Praha 9",,,
SANODENT s.r.o.,"Na Vısluní 393, 788 14 Rapotín",,,
SANOVA s.r.o.,"Ke Høišti 100, 542 42 Pilníkov",,,
Sanus dens s.r.o.,"Mokropeská 2027, 252 28 Èernošice",,,
Sanus Dental s.r.o.,"Lidická 335/26, 150 00 Praha 5",,,
SARADENT s.r.o.,"Straškov 65, 411 84 Straškov - Vodochody",,,
SARGO DENT s.r.o.,"Hostinského 1536/7, 155 00 Praha 5",,,
SB Dent spol. s r.o.,"Tepelská 867/3a, 353 01 Mariánské Láznì",,,
SC Campus s.r.o.,"Kamenice 811/32, 625 00 Brno",,,
SCA - Revoluèní s.r.o.,"Revoluèní 765/19, 110 00 Praha 1",,,
SCR s.r.o.,"Erbenova 395/32, 602 00 Brno",,,
SD Dental clinic s.r.o.,"Hviezdoslavova 520/12, 149 00 Praha 4",,,https://sd-dental.cz/
S-Dent Stomatologie s.r.o.,"Ostrovského 253/3, 150 00 Praha 5",,,
S-DENTES s.r.o.,"Dimitrovova 799/4, 568 02 Svitavy",,,
SDentist s.r.o.,"Radomyšlská 336, 386 01 Strakonice",,,
"Sdruené zdravotnické zaøízení Krnov, pøíspìvková organizace","I. P. Pavlova 552/9, 794 01 Krnov - Pod Bezruèovım vrchem",,,
"Sdruené zdravotnické zaøízení Krnov, pøíspìvková organizace","Komenského 318, 793 51 Bøidlièná",,,
"Sdruené zdravotnické zaøízení Krnov, pøíspìvková organizace","Jesenická 448/9, 793 26 Vrbno pod Pradìdem",,,
"Sdruené zdravotnické zaøízení Krnov,pøíspìvková organizace","Tyršova 596, 793 12 Horní Benešov",,,
SECUTOR s.r.o.,"V Háji 1092/15, 170 00 Praha 7",,,
Sedcom CZ s.r.o.,"Pobøení 620/3, 186 00 Praha 8",,,
SEKYRA DENT s.r.o.,"M. R. Štefánika 967/3, 787 01 Šumperk",,,
Seltik s.r.o.,"Školská 112, 289 23 Milovice nad Labem",fortelini@seznam.cz,,
Senyum clinic s.r.o.,"Jeèná 550/1, 12000 Praha 2",info@senyum.cz,,
Senza Dent Benešov s.r.o.,"ikova 535, 256 01 Benešov",,,
Serkiz Bogdan,"Bøí. Mrštíkù 3065/38, 690 02 Bøeclav",,,
Servis Dent s.r.o.,"Golovinova 1559, 432 01 Kadaò",,,
Shapoval Oleg,"eleznièní 887/1, 360 05 Karlovy Vary, Rybáøe",,,
SHARKDENT s.r.o.,"Baarova 66/13, 140 00 Praha 4",,,
Schill Dental Clinic Praha s.r.o.,"Milevská 2095/5, 140 00 Praha 4",recepce@schill.cz,,www.schilldental.cz
Schreiner med centrum s.r.o.,"Šumavská 1826/23, 352 01 Aš",,,
SIALSTOMA s.r.o.,"Kmochova 1652/8, 736 01 Havíøov",,,
Sigurson s.r.o.,"Dobrovského 23, 612 00 Brno",,,
SilesDent s.r.o.,"Karvinská 571/9, 737 01 Èeskı Tìšín",,,
Silesian dentist s.r.o.,"Einsteinova 21a, 779 00 Olomouc",ordinace@silesiandentist.cz,,www.silesiandentist.cz
SIMA DENT s.r.o.,"Purkyòova 235/36, 682 01 Vyškov",,,
Siman Iurii,"Nám. Míru 57, 789 91 Štíty",,,
